id,title,vote_average,release_date,runtime,original_language,overview,poster_path,genres
13515,Mirrors,6.251,2008-08-15,111,en,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,/bt5a4ThyLpLTsia2e2ZTLzQjXO0.jpg,"Horror, Mystery, Thriller, Drama, Fantasy"
8424,Love Me If You Dare,7.251,2003-09-17,93,fr,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",/3jwY4llYNzONpSwvdX4hH4q0nas.jpg,"Drama, Comedy, Romance"
3989,Team America: World Police,6.711,2004-10-10,97,en,"Team America World Police follows an international police force dedicated to maintaining global stability. Learning that dictator Kim Jong il is out to destroy the world, the team recruits Broadway star Gary Johnston to go undercover. With the help of Team America, Gary manages to uncover the plan to destroy the world. Will Team America be able to save it in time? It stars… Samuel L Jackson, Tim Robbins, Sean Penn, Michael Moore, Helen Hunt, Matt Damon, Susan Sarandon, George Clooney, Danny Glover, Ethan Hawke, Alec Baldwin… or does it?",/m1Q2VFe1DVVbjfu1LDZe7tlp9yb.jpg,"Adventure, Action, Comedy"
9461,Enter the Dragon,7.425,1973-08-17,102,en,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,/fyrh2ULEcmLpGTVLPQqFW45hqr5.jpg,Action
264999,Magic Mike XXL,6.16,2015-07-01,115,en,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",/ny9qi5SYefhSov0ZycCwFFX5fi3.jpg,"Comedy, Drama"
2069,The Whole Nine Yards,6.436,2000-02-18,98,en,"After a mobster agrees to cooperate with an FBI investigation in order to stay out of prison, he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbours figure out his true identity and come knocking to see if he'd be up for one more hit—suburban style.",/r4FvRHW1J9FAOnCYchZ7QanQ04e.jpg,"Comedy, Crime"
591274,Fear Street: 1978,7.23,2021-07-08,110,en,"In 1978, two rival groups at Camp Nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive.",/5dNTxhoGDTHHGqUTdxcr4H1dqlU.jpg,"Mystery, Horror"
82505,House at the End of the Street,5.792,2012-09-21,101,en,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",/bgHeZ5g7YyxKcwWw1tgyAMy0czy.jpg,"Horror, Thriller"
9946,End of Days,6.043,1999-11-24,121,en,"On 28 December 1999, the citizens of New York City are getting ready for the turn of the millennium. However, Satan decides to crash the party by coming to the city  and searching for his chosen bride — a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist named Jericho Cane.",/pY8FbKKl3VD0jRI1iDFrwN6alLa.jpg,"Action, Fantasy, Horror, Mystery"
668,On Her Majesty's Secret Service,6.582,1969-12-18,142,en,"James Bond tracks his archnemesis, Ernst Blofeld, to a mountaintop retreat in the Swiss alps where he is training an army of beautiful, lethal women. Along the way, Bond falls for Italian contessa Tracy Draco, and marries her in order to get closer to Blofeld.",/yVzJLLhBwuWJBR9BYEMurShu2WT.jpg,"Adventure, Action, Thriller"
9255,Hot Shots! Part Deux,6.522,1993-05-21,86,en,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.",/zh9EGK970GHo10ETclWBOjZVUOK.jpg,"Action, Comedy, War"
439,La Dolce Vita,8.136,1960-02-05,176,it,"Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",/11hMHhThUb53fHoDDyn5LUsw0Z.jpg,"Comedy, Drama"
1634,Free Willy,6.17,1993-07-16,112,en,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",/9iBgd9gi9ztWiVcYSG6zl8wDFBN.jpg,"Family, Adventure, Drama"
9100,The Craft,6.737,1996-05-03,101,en,"A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.",/8bW2RdRkloYtEPhbQZN4wcdmJP4.jpg,"Horror, Drama, Fantasy"
9341,The Core,5.771,2003-03-28,136,en,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.",/jaG2vih2z4V5fP9pnYSIL65lr8d.jpg,"Action, Thriller, Adventure, Science Fiction"
382322,Batman: The Killing Joke,6.597,2016-07-24,77,en,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",/lrQ3LeNIN0nmviZ692seNBUl1Pq.jpg,"Action, Animation, Crime, Drama"
521777,Good Boys,6.844,2019-08-14,89,en,A group of young boys on the cusp of becoming teenagers embark on an epic quest to fix their broken drone before their parents get home.,/tximyCXMEnWIIyOy9STkOduUprG.jpg,Comedy
457136,Mary Queen of Scots,6.6,2018-12-07,124,en,"In 1561, Mary Stuart, widow of the King of France, returns to Scotland, reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England, because she has a legitimate claim to the English throne. Betrayals, rebellions, conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power, until their tragic fate is finally fulfilled.",/b5RMzLAyq5QW6GtN9sIeAEMLlBI.jpg,"Drama, History"
10214,Son of the Mask,4.117,2005-02-18,94,en,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",/Adgnfhm9B8YAQmC0osuP4zO9SRc.jpg,"Fantasy, Comedy, Family, Adventure"
11452,National Lampoon's Van Wilder,6.015,2002-03-29,92,en,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.",/hl19MAS9hV5QkkUdZuoLleDuNH9.jpg,"Comedy, Romance"
10045,District B13,6.778,2004-11-09,84,fr,"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",/u9gOfYelDwmvAmXWC1jgCFIY8RB.jpg,"Action, Thriller, Science Fiction"
283350,Before We Go,6.713,2014-09-04,89,en,A woman who is robbed on her way to catch the 1:30 train to Boston is left stranded in New York City. She meets a man who helps her during the course of the night and the two form a romance.,/hbWU6Q6owywuCzLRSJ0Nzxh0E2E.jpg,"Comedy, Drama, Romance"
9319,The Last Boy Scout,6.782,1991-12-13,105,en,"When the girl that detective Joe Hallenback is protecting gets murdered, the boyfriend of the murdered girl attempts to investigate and solve the case. What they discover is that there is deep seated corruption going on between a crooked politician and the owner of a pro football team.",/nKTqyWwLxkvoEKkSAGWo1GdiTpb.jpg,"Action, Thriller"
8193,Napoleon Dynamite,6.772,2004-06-11,95,en,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",/g5PAKdu5aolXMnIRFkCo6vXq5Jh.jpg,Comedy
401,Garden State,7.088,2004-07-28,102,en,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",/h3iqYiGS6F3y7GxaS4AT8nFxZ2i.jpg,"Comedy, Drama, Romance"
34813,The Losers,6.284,2010-04-23,97,en,"On a mission deep in the Bolivian jungle, a team of elite commandos finds itself on the receiving end of a lethal betrayal. Now presumed dead, the men join forces with a mysterious operative named Aisha to hunt down their enemy and even the score.",/e5oD3fuQpjZ8Po6WNW0VkUJmW52.jpg,"Action, Adventure, Crime, Mystery, Thriller"
5689,The Blue Lagoon,6.155,1980-07-05,104,en,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",/zaoq2K1oPWpF91XZ0aesfUCasqb.jpg,"Romance, Adventure"
5549,RoboCop 2,6.0,1990-06-22,117,en,"After a successful deployment of the RoboCop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the RoboCop 2 project, a living God.",/nhqBxhOJXUJeFsyLxTFkctH9H5F.jpg,"Action, Adventure, Crime, Science Fiction, Thriller"
3683,Flags of Our Fathers,6.837,2006-10-18,135,en,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen - John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes - who fought in the battle to take Iwo Jima from the Japanese.",/2nkPrhf4YIyMFelfe4zdOnGRYz5.jpg,"War, Drama, History"
839,Duel,7.425,1971-11-13,89,en,"Traveling businessman David Mann angers the driver of a rusty tanker while crossing the California desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",/4GNz3kF86KpgghLq578Asy3ObPw.jpg,"Action, Thriller, TV Movie"
629542,The Bad Guys,7.629,2022-03-17,100,en,"When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",/7qop80YfuO0BwJa1uXk1DXUUEwv.jpg,"Animation, Action, Adventure, Crime, Comedy, Family"
23202,Trick 'r Treat,6.98,2007-10-26,82,en,"Four interwoven stories that occur on Halloween: an everyday high school principal has a secret life as a serial killer; a college virgin might have just met the one guy for her; a group of teenagers pull a mean prank, and a bitter old recluse receives an uninvited guest.",/w0nmol4g7n6MFfhfphV7GzHHYjB.jpg,"Horror, Comedy"
1092,The Third Man,7.949,1949-08-31,104,en,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",/oIF3l7Dxp7Eyye10BNyM611wtKa.jpg,"Thriller, Mystery"
699,For Your Eyes Only,6.516,1981-06-24,128,en,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,/z57s6bpnYqokqr5HVNOBQFv5e1j.jpg,"Adventure, Action, Thriller"
145135,Dark Skies,6.297,2013-02-21,97,en,"From the producers of Paranormal Activity, Insidious, and Sinister comes Dark Skies: a supernatural thriller that follows a young family living in the suburbs. As husband and wife Daniel and Lacey Barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. When it becomes clear that the Barret family is being targeted by an unimaginably terrifying and deadly force, Daniel and Lacey take matters in their own hands to solve the mystery of what is after their family.",/euLgEo2kvuLjYxbfOekWF3l82t6.jpg,"Science Fiction, Thriller, Horror"
775996,Outside the Wire,6.388,2021-01-15,116,en,"In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device.",/6XYLiMxHAaCsoyrVo38LBWMw2p8.jpg,"Thriller, Action, Science Fiction"
3595,Ransom,6.651,1996-11-08,121,en,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",/kFShhVUU5LfGmLvo9OJGM8dyDFL.jpg,"Action, Thriller"
614911,The Midnight Sky,5.766,2020-12-10,118,en,A lone scientist in the Arctic races to contact a crew of astronauts returning home to a mysterious global catastrophe.,/tbI9bhZlYmfWGkqY1Wje9Sg3He9.jpg,"Science Fiction, Drama"
402897,The Death of Stalin,7.011,2017-10-20,107,en,"When dictator Joseph Stalin dies, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. As they bumble, brawl and back-stab their way to the top, the question remains — just who is running the government?",/xAKqG5SpsHU7vI6Fh4UYxFrDDZZ.jpg,"Comedy, Drama, History"
15157,Another Cinderella Story,6.829,2008-09-16,90,en,"A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",/Acw0Syw7s8QFTCkdJgtGR2Eg0SB.jpg,"Comedy, Music"
429415,Extinction,6.01,2018-07-15,96,en,"A chief mechanic at a factory, haunted by apocalyptic nightmares, becomes a hero when Earth is invaded by a mysterious army bent on destruction.",/qjnNdjrZIdi7d316SjjkgEjJRSg.jpg,"Action, Drama, Science Fiction, Thriller"
602734,Spiral: From the Book of Saw,6.028,2021-05-12,93,en,"Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.",/qkl6mRoFexK2FGWCbAsvrRxjWaF.jpg,"Horror, Crime, Mystery"
1911,The 13th Warrior,6.657,1999-08-13,102,en,"A Muslim ambassador exiled from his homeland, Ahmad ibn Fadlan finds himself in the company of Vikings. While the behavior of the Norsemen initially offends ibn Fadlan, the more cultured outsider grows to respect the tough, if uncouth, warriors. During their travels together, ibn Fadlan and the Vikings get word of an evil presence closing in, and they must fight the frightening and formidable force, which was previously thought to exist only in legend.",/ip5FmurIOdOyI1wFY2nXVMze3lC.jpg,"Adventure, History, Action"
203739,Vampire Academy,6.344,2014-02-07,104,en,"Rose, a rebellious half-vampire/half-human guardian-in-training and her best friend, Lissa -- a mortal, royal vampire Princess - have been on the run when they are captured and returned to St. Vladamirs Academy, the very place where they believe their lives may be in most jeopardy. Rose will sacrifice everything to protect Lissa from those who intend to exploit her from within the Academy walls and the Strigoi (immortal, evil vampires) who hunt her kind from outside its sanctuary.",/cJZpKgiFfjDZ6L5aOJvbmDhsGqY.jpg,"Comedy, Action, Fantasy"
11072,Blazing Saddles,7.262,1974-02-07,93,en,"A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lamarr sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",/nb1MLEOXVFBKTM4J9GLoksqgDBk.jpg,"Western, Comedy"
9678,Little Nicky,5.863,2000-11-10,90,en,"After the lord of darkness decides he will not cede his throne to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.",/AudA8gnTWSBWXBHSBHnr3HHUXXM.jpg,"Comedy, Fantasy"
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.783,1985-11-01,87,en,"Jesse Walsh moves with his family into the home of the lone survivor from a series of attacks by dream-stalking monster Freddy Krueger. There, Jesse is bedeviled by nightmares and inexplicably violent impulses. It turns out Freddy is out to possess him in order to continue his reign of terror in the real world.",/53kxYw0G3o55yJ23K7s7KMaOyAM.jpg,Horror
2655,What Lies Beneath,6.411,2000-07-21,130,en,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.",/2L3Cn0CizbSy2E9KJt1SiOSyb6p.jpg,"Drama, Horror, Mystery, Thriller"
645886,The Unforgivable,7.468,2021-11-24,112,en,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,/1b3dNFDuE7i05TJlXrIC571yR01.jpg,"Drama, Crime"
529216,Mirage,7.463,2018-11-30,129,es,"During a mysterious thunderstorm, Vera, a young mother, manages to save a life in danger, but her good deed causes a disturbing chain of unexpected consequences.",/oLO9y7GoyAVUVoAWD6jCgY7GQfs.jpg,"Thriller, Drama, Mystery, Fantasy"
109410,42,7.162,2013-04-12,128,en,"In 1946, Branch Rickey (Harrison Ford), owner of the Brooklyn Dodgers, took a stand against Major League Baseball's infamous colour line when he signed Jackie Robinson (Chadwick Boseman) to the team. The deal put both men in the crosshairs of the public, the press and even other players. Facing unabashed racism from every side, Robinson was forced to demonstrate tremendous courage and let his talent on the field wins over fans and his teammates – silencing his critics and forever changing the world by changing the game of baseball.",/iZ7jVGQWj3eBUdqwAPUlKk0BaS2.jpg,Drama
44363,Frozen,5.974,2010-02-05,93,en,"When three skiers find themselves stranded on a chair lift at a New England ski resort that has closed for the next week, they are forced to make life or death choices that prove to be more perilous than staying put and freezing to death.",/kEiMX42a35S4blAw4KrQe3U5zNc.jpg,Thriller
6279,Sister Act 2: Back in the Habit,6.375,1993-12-09,107,en,"Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous chief of a local authority.",/dlkBp5S6Ei5f54031rAhyb4IwML.jpg,"Music, Comedy"
700391,65,6.122,2023-03-02,92,en,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.",/rzRb63TldOKdKydCvWJM8B6EkPM.jpg,"Science Fiction, Action, Adventure"
882569,Guy Ritchie's The Covenant,7.814,2023-04-19,123,en,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg,"War, Action, Thriller"
38778,Dinner for Schmucks,5.681,2010-07-30,114,en,"Rising executive Tim Conrad works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",/djwkUFhkM81gIsI9ZZ7I6ajZAKY.jpg,Comedy
9620,Paycheck,6.192,2003-12-25,119,en,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.",/icoa6KslkhXKnxLreZ6vXnDimpQ.jpg,"Action, Adventure, Mystery, Science Fiction, Thriller"
318917,Look Who's Back,6.803,2015-10-08,116,de,"When Adolf Hitler reawakens at the site of his former bunker in present-day Berlin, he is mistaken for a comedian and quickly becomes a media phenomenon.",/1CxZWytSiCzZiZA5k0AiLUFtQNA.jpg,Comedy
519010,Pain and Glory,7.423,2019-03-22,114,es,"Salvador Mallo, a filmmaker in the twilight of his career, remembers his life: his mother, his lovers, the actors he worked with. The sixties in a small village in Valencia, the eighties in Madrid, the present, when he feels an immeasurable emptiness, facing his mortality, the incapability of continuing filming, the impossibility of separating creation from his own life. The need of narrating his past can be his salvation.",/cMlueArJXXwZbeLpb4NhC3pxmBk.jpg,Drama
9268,Eraser,6.039,1996-06-21,115,en,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",/1FUV5ZmEkbxvqwQW0az4tFFOSmo.jpg,"Action, Drama, Mystery, Thriller"
860,WarGames,7.07,1983-06-03,114,en,"High School student David Lightman has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions. Together with his girlfriend and a wizardly computer genius, David must race against time to outwit his opponent and prevent a nuclear Armageddon.",/zZ1rN4LoPxKNfAp67Xl300WxVeD.jpg,"Thriller, Science Fiction, Drama"
10663,The Waterboy,6.05,1998-11-06,90,en,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,/miT42qWYC4D0n2mXNzJ9VfhheWW.jpg,Comedy
482321,Ron's Gone Wrong,7.968,2021-10-14,107,en,"In a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do.",/2gq9sEE2iDRqKx8OiZP6mYSTq4.jpg,"Animation, Science Fiction, Family, Comedy"
11918,Superhero Movie,5.231,2008-03-28,85,en,"The team behind Scary Movie takes on the comic book genre in this tale of Rick Riker, a nerdy teen imbued with superpowers by a radioactive dragonfly. And because every hero needs a nemesis, enter Lou Landers, aka the villainously goofy Hourglass.",/f3gFb4wLwNGQcpweamVhjNBdJ58.jpg,"Comedy, Action, Science Fiction"
1648,Bill & Ted's Excellent Adventure,6.858,1989-02-17,90,en,"Bill and Ted are high school buddies starting a band. They are also about to fail their history class—which means Ted would be sent to military school—but receive help from Rufus, a traveller from a future where their band is the foundation for a perfect society. With the use of Rufus' time machine, Bill and Ted travel to various points in history, returning with important figures to help them complete their final history presentation.",/tV25lGWGWGEqUe3U0xjQTBgilSx.jpg,"Adventure, Comedy, Science Fiction"
9326,Romancing the Stone,6.8,1984-03-30,106,en,"Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle.",/qfIlVOYZH5RiZ0ndFKUpr5Zn2Bx.jpg,"Adventure, Romance, Comedy, Action"
585083,Hotel Transylvania: Transformania,6.998,2022-02-25,92,en,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",/teCy1egGQa0y8ULJvlrDHQKnxBL.jpg,"Animation, Comedy, Family, Adventure, Fantasy"
11635,Old School,6.583,2003-02-21,88,en,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,/nYtuwNHpEoIbTgS3aFPSEwZNN6l.jpg,Comedy
416234,Winchester,5.901,2018-02-02,100,en,"San Jose, California, 1906. Isolated in her labyrinthine mansion, eccentric firearm heiress Sarah Winchester believes that she is being haunted by the souls of those killed by the guns manufactured by her company.",/tHDtskokZeO9B3JBdR1dSH0uqad.jpg,"Horror, Thriller"
11690,Bloodsport,7.017,1988-02-26,92,en,"U.S. soldier Frank Dux has come to Hong Kong to be accepted into the Kumite, a highly secret and extremely violent martial arts competition. While trying to gain access into the underground world of clandestine fighters, he also has to avoid military officers who consider him to be AWOL. After enduring a difficult training and beginning a romance with journalist Janice Kent, Frank is given the opportunity to fight. But can he survive?",/kndxR9TRK0kJ5hxzDprRSS80F2W.jpg,"Action, Drama"
329440,The Forest,5.223,2016-01-07,95,en,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",/1TohqCqMbaiuRLJPrPW0vnQP3lE.jpg,"Horror, Thriller, Mystery"
412105,You Get Me,5.627,2017-06-19,89,en,"After arguing with his girlfriend, Ali, Tyler lands in the arms of sexy new girl, Holly. The next morning, he finds that not only does Ali agree to take him back, but Holly is a new student at their school and is dead set on her new man.",/5eV0mIQqSztD3McjO22EOFlQDj1.jpg,"Thriller, Romance, Drama"
381719,Peter Rabbit,6.697,2018-02-07,93,en,Peter Rabbit's feud with Mr. McGregor escalates to greater heights than ever before as they rival for the affections of the warm-hearted animal lover who lives next door.,/lugOvdaNpbVGQK9TyMRDiUbLtY6.jpg,"Animation, Adventure, Family"
10647,Pay It Forward,7.313,2000-10-20,122,en,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded.",/62OIokwaxFwBFWM147ijLJsaVJD.jpg,Drama
9008,The Insider,7.475,1999-10-28,158,en,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,/jJCyIBPfvk41uETq6K6u4upyGO8.jpg,"Drama, Thriller"
497828,Triangle of Sadness,7.125,2022-09-18,147,en,"A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged, alcoholic captain. What first appears Instagrammable ends catastrophically, leaving the survivors stranded on a desert island in a struggle of hierarchy.",/k9eLozCgCed5FGTSdHu0bBElAV8.jpg,"Comedy, Drama"
1051,The French Connection,7.539,1971-10-09,104,en,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,/pH4saPwMjhnVGwmSH6RkMaHrt3s.jpg,"Action, Crime, Thriller"
244458,The Voices,6.249,2014-01-19,101,en,"A mentally unhinged factory worker must decide whether to listen to his talking cat and become a killer, or follow his dog's advice to keep striving for normalcy.",/weY5OVSFmxvA3D4lfyhgvugklEh.jpg,"Comedy, Crime, Horror, Fantasy"
376290,Miss Sloane,7.459,2016-11-25,133,en,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,/ptfvQlqe2xJiMSewSj52qAVq5z0.jpg,"Drama, Crime"
774752,The Guardians of the Galaxy Holiday Special,7.225,2022-11-25,45,en,"On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present.",/8dqXyslZ2hv49Oiob9UjlGSHSTR.jpg,"Comedy, Science Fiction, Adventure"
22825,The Box,5.578,2009-10-29,115,en,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",/xMAmOu6xl4CsstixcuecBle9krd.jpg,"Thriller, Science Fiction"
9896,Rat Race,6.245,2001-08-17,112,en,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",/8ghNCfFbCJjcNSz2K5jOC3eO6ZD.jpg,"Adventure, Comedy"
147773,The Way Way Back,7.137,2013-06-06,103,en,"Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park.",/4DgA0EDDVv37C8xISc3Vv0rhxlL.jpg,"Comedy, Drama"
39013,Winter's Bone,6.8,2010-06-11,101,en,"After discovering her father put their house up for his bail bond and then disappeared, 17-year-old Ree Dolly must confront the local criminal underworld and the harsh Ozark wilderness in order to to track down her father and save her family.",/a0qhPkNlxLfsf5B2jFyI1Pp04XV.jpg,"Drama, Mystery"
